tweet;Sentimento
"Às 12h40 (horário de Brasília), o #dólar comercial desvalorizava 1,49% contra o real, sendo cotado a R$5,6760 na venda, refletindo a aprovação do projeto de autonomia do Banco Central e as eleições presidenciais nos EUA. #Câmbio

https://t.co/IpxES7WFQp";2
@leiamoneytimes Tirando selfie do ibov? 😆;1
"Ação da Ecorodovias dispara após divulgação de balanço
https://t.co/bhCL1bexm3";2
"@felipe_maiolino @DemocrataBR @SenadorRogerio @senadorjean ""O PL 3877/2020, do Senador Rogério Carvalho PT, visa substituir o instrumento de administração da liquidez da economia. Hoje o Banco Central usa operações compromissadas e poderá utilizar depósitos voluntários, com a aprovação do PL
Economista Luísa Déda explica a proposta
🤬😡";0
Saiba mais sobre o PIX, novo sistema de pagamento instantâneo criado pelo Banco Central https://t.co/Vz5TpcD7VV https://t.co/kcPM0dpIQd;1
"Já ouviu falar no método cash-yield? Décio Bazin explica como montar investir em renda variável.

O livro ainda trás uma fórmula, utilizada pelo autor, para calcular o preço teto a se pagar por uma ação quando o racional do investimento é dividendos.

https://t.co/KjzQDTYkVQ";1
Autonomia do Banco Central significa subordinação da economia do país aos donos dos bancos. https://t.co/5qvRpoHuOF;0
Vou assistir Assalto ao Banco Central;1
Senado: Vídeo: Senado aprova proposta da autonomia do Banco Central https://t.co/OgGuxhNnmJ;1
"@joseserra_ Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC";0
"@LulaOficial Defende como? Com bolsa família? E a ""independência"" do banco central? Nenhuma palavra? O general Heleno está trabalhando direitinho, hem?";0
"O primeiro passo para resgatar a credibilidade do Brasil.

Após isso, é trabalhar para o resgate da credibilidade da  justiça e os marcos regulatórios.

https://t.co/eKTWYpS6Un";1
Assim como foi importante a votação do teto de gastos, hoje temos a votação da autonomia do banco central. Com as medidas já adotadas e as privatizações/concessões que os neoliberais desejam promover, o Brasil se extingue.;0
Senado aprova projeto que cria os depósitos voluntários no Banco Central e pode diminuir leitura da dívida pública - Agora Notícias Brasil https://t.co/eyjn7hR8eA;2
"Semanal:
$IBOV +7,42%
$DOLFUT -6,62%
$SPY +7.37%
$QQQ NASDAQ +9.44%
$EEM (Mercados Emergentes) +7.49%
$EWZ +13,05%
$VIX -22.77%.

📊Segue o Panorama de Fechamento de Mercado de hoje: https://t.co/4qb9iwHH8Z

Oferecimento: Embaixadas do TC https://t.co/bpHCFxzVVN https://t.co/y627ceYqR5";1
"⏰ Novos horários de negociação da B3 – Bolsa de Valores Brasileira

Confira: https://t.co/Y2mSNl94DA";1
"Tentaram me derrubar mas esqueceram q anjo voa 

bora sair de casa q foi assim q Zezé d Camargo e Luciano  venceu na vida

me chama de bolsa de valores e investe em mim bebê 

rosas são vermelhas, violetas são azuis, não sei o que tá acontecendo 

socorro Jesus";2
@joaoamoedonovo Só na sua cabeça entregar o banco central a 5 bancos aumentaria a credibilidade.;0
@RodrigoMaia E a sua isenção e traição contra o povo brasileiro em não acionar impeachment significa o que ? Tá vendendo o banco central tá??? Tá ganhando qto nessa ?? Tu consegue ser mais sujo q Bolsonaro ao não ajudar o povo a impedir esse déspota de entregar o país ao setor privado e EUA!;0
@ketamistica Miga o foco do pix é pagamento, nao necessariamente so transferencia. É tipo um picpay do banco central, pode ir sem noia;1
Leia-se: Brasil já pode doar o Banco Central para os EUA. https://t.co/tKlgMw63WR;1
"Biden eleito! ""Ok! Ok! Ok!"" but
- O STJj foi hackeado e todos processos sequestrados
-O Amapá está sem luz há 4 dias e o caos se instalou
- Foi votada a independência do Banco Central para ferrar com a população e salvar os especuladores para mais inflação nos alimentos do povão";0
"Senado vota autonomia do Banco Central nesta terça-feira

https://t.co/966ZZ3DxTL";1
"Faltou falar que quem criou o Pix foram os funcionários do Banco Central. Aqueles servidores públicos só lembrados pela mídia na hora da Reforma Administrativa.

#JN 
#JornalNacional";1
"Em debate agora.
Serão 2 votações nominais.

Preciosem senadores pra votarem CONTRA a independência do Banco Central

https://t.co/HvNEXjcEy0

@Sen_Oriovisto @davialcolumbre @PTnaCamara @ptnoparlamento @PTBeltrao https://t.co/3XcGs9xr1R";0
"@gabrieImanager Tô contigo.
Tenho todos papéis comigo antes crise. 
Alguns hoje com -57%. 
Mas renda variável, varia. Tem que ter estômago.";0
"Enquanto ficávamos envolvidos nas eleições dos EEUU, o senado irresponsavelmente aprovava a automação do Banco Central.
E conhecereis o Mercado e o Mercado te acabará.";0
@senadorpaulor Senador, cadê as manifestações contrárias à autonomia do Banco Central? Temos que lutar por nossa soberania! Votar contra em silêncio não basta quando se tem minoria no parlamento! #NaoAAutonomiaDoBC;0
Senado aprova texto-base da autonomia do Banco Central por 56 votos a 12 - 03/11/2020 - UOL Economia https://t.co/16JtiQzBPo @UOLNoticias #UOL;1
"@randolfeap Oi, Senador. Bom dia, passando aqui para pedir ao senhor que vote contra esse projeto de autonomia do banco central! O senado federal deveria sentir vergonha em pautar isso uma hora dessas.
#NaoAAutonomiaDoBC";0
@erikakokay Eu gostaria de saber, por favor, por qual motivo razão e circunstâncias, um senador do PT que a princípio é o partido dos trabalhadores, está propondo projeto de lei que legaliza o banco central a enxugar a sobra de caixa dos bancos em detrimento do orçamento público?;0
"""Mais estabilidade à política monetária, maior controle da inflação e, portanto, maior preservação do poder de compra da população. Ganha o brasileiro. Perdem os populistas.""
⠀
Leia o artigo completo de @eduardorodrigo, presidente do NOVO, e compartilhe!

https://t.co/Cp2XSJrUwh";2
Eu só vou fazer meu cadastro nesse pix depois que eu entender qual é o interesse do banco central de nos “dar” transferências isentas de taxas 🤔;1
"@randolfeap Papo furado senador deixa que paguem e olhe o assalto ao banco central!
Acorda !!!!!!";0
@bollemdb Que tal um vídeo falando da votação da autonomia do Banco Central? Uma live surpresa, sei lá...;1
A gente falando grozelha da #Elections2020 enquanto isso o Banco Central tomando viva própria do estado e a tragédia de Brumadinho fazendo 5 anos com zero punidos;0
Com 55 votos o senado aprova a independencia do Banco Central.;1
Boa matéria da @AFernandes destacada pela @Josie_Melo . Por pouco não se aprova emenda do senador José Serra exigindo a divulgação da transcrição das reuniões do Copom após oito anos, prática que é adotada pelo banco central dos EUA. https://t.co/H1QBHUm2N4;1
Caralho EUA que sistema eleitoral péssimo oscila mais que a bolsa de valores essa merda;0
"@wevertonrocha @marciojerry Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC";0
Não podemos deixar passar na CÂMARA a aprovação no SENADO da AUTÔNOMIA do BANCO CENTRAL,se passar,nossa LUTA será em vão.#NaoAAutonomiaDoBC .;0
"Coluna | O que significa um Banco Central independente e ""depósitos voluntários remunerados""? https://t.co/3iwRCooq9S";1
A autonomia do Banco Central não pode ser votada sem discussão. O Senado deve exigir e se comprometer c/ uma discussão ampla. Precisamos ser responsáveis! Estamos a 12 dias de uma eleição e no meio de uma pandemia. É covardia tentar votar desesperadamente a autonomia do BC agora!;0
@stedile_mst Perfeito. E nós perdendo tempo com isso enquanto o banco central está indo pro ralo.;0
"Pessoal vamos assinar este manifesto! #PL3877nao 

https://t.co/ZXrvczNRVr https://t.co/fTD7t8Y07F";1
"Telefônica vende empresa de cibersegurança por R$ 116,4 milhões 
https://t.co/QG8oNUYWxJ";1
TUDO TUDO NO BRASIL TERMINA NO BOLSONARO O BURACO QUE CAVARAM PRA ROUBAR O BANCO CENTRAL VAI PARAR NO CU DO BOLSONARO https://t.co/W7vr23OptU;0
@intzsimon Amanhã posso desenvolver mais, mas acho que a principal diferença será a visão de plano de carreira e a perspectiva de rentabilidade como profissão acessível a qualquer um (algo parecido com o  que é o futebol hoje no Brasil);2
A autonomia do Banco Central era o golpe que faltava contra o povo;0
vi o vídeo do Nildo Ouriques falando sobre autonomia do Banco Central... é rapaziada;1
@bitencourtbas Pizza é uma coisa gostosa ontem foi 9,48% de aumento no IBOV!;2
@requiaopmdb A independência do Banco Central, com certeza, é benéfica para o Brasil 🇧🇷, caso contrário, a esquerdalha seria a favor!;2
"A atual oposição diverge do BOLSONARO nas pequenesas. Cria caso por detalhes ideológicos, métodos divergentes. 

E converge amplamente do ponto de vista economico. A AUTONOMIA AO BANCO CENTRAL comprova isso.

Afinal, pra que o Brasil  precisa de política economica própria, né?";0
Autonomia do Banco Central será o passo fatal na soberania nacional. Estão nos transformando em terra de ninguém, jogando os interesses do povo no lixo.;0
"Enquanto isso na terrinha:

SENADO APROVA A AUTONOMIA DO BANCO CENTRAL.

Influenciada pelo momento: levamos!";1
"@Jarbas156 Não queremos saber de ""autonomia"" do Banco Central! Se votarem a favor o bicho vai pegar! #NaoAAutonomiaDoBC";0
Esquerda que é a favor da entrega Banco Central não pode criticar ninguém.;1
Durante o barulho das eleições americanas, senado aprova a entrega do BC!!! https://t.co/NEZaPzk4iI;0
Veja como foi a 1° hora no futuro #WINZ20 #INDZ20 https://t.co/igTuQFHbdP https://t.co/4sa8umDFbd;1
@Biakicis O Senado já aprovou autonomia do Banco Central ou seja todos os pobres todos nós estamos ferrados porque não fazemos parte das seis famílias milionárias no Brasil e o governo só trabalha para ela ir para os banqueiros;0
"@aciolisc Verdade. Sou aposentado, mas na minha empresa o sistema trabalhava  com servidor espelho a nível da dependência, dados no mainframe central com backup naquele local e tinha um bunker a prova de bombas, num lugar separado, também para backup dos dados.
Banco, né? $ não pode sumir";1
O @cirogomes  e o @requiaopmdb são os únicos a bater de frente contra a independência/autonomia do Banco Central. #NaoAAutonomiaDoBC https://t.co/XbZqMjhYtD;1
@gleisi @Ivanovi99156186 O Banco Central seria mais uma ferramenta dos banqueiros mega blaster bilionários e o Povo Brasileiro estaria ainda mais mega blaster fodido...;0
Eduardo Braga garante defesa do pleno emprego como atribuição do Banco Central https://t.co/SZ2M4YYnlJ;2
"Coaf e Banco Central defendem que lavagem de dinheiro continue sendo crime autônomo

https://t.co/BA0NuM7Vm3";1
Reforma tributária é mais importante agora do que autonomia do Banco Central, diz Maia - https://t.co/GUX0JzjXLk https://t.co/CfSf8XhOev;1
"A nova versão do ""Com o supremo, com tudo..."" é: graças ao golpe de 2016, os bancos ganharam a autonomia do Banco Central de presente... com o Senado e com tudo!";1
"Pautar a autonomia do Banco Central em um momento de calamidade pública é um atentado contra a democracia. 

Usam o período para tentar “passar a boiada”. 

Todos os brasileiros precisam se levantar para barrar esse crime contra o povo brasileiro.

#NaoAAutonomiaDoBC";0
"Resumo Arena 04/11/20 | IBOV +1,96%.

Veja as nossas análises do fechamento dos principais ativos da Bolsa, os swingtrades das ações, entre outros destaques

https://t.co/qIIc0zFirD";1
"Quebrem a bolsa de valores pessoal!
Grande dia 👍
Ja estou me ajeitando para um possível caos ou uma BULL.";0
"@circobozobrasil Enquanto ficamos aqui parados olhando as eleições americanas o Senado aprova projeto que dá autonomia ao Banco Central.
APENAS A ESQUERDA VOTOU CONTRA .
E a boiada continua passando.
Entregaram o Banco Central";0
@Danilo_Bredda @hbredda Só falta combinar com o ibov...;1
Gastando meu auxílio emergencial com ações na bolsa de valores;2
@SenStyvenson, veja. #NaoAAutonomiaDoBC O Banco Central deve ser farol de desenvolvimento. O BC não pode ser instrumento capturado por meia dúzia de bilionários brasileiros. https://t.co/3EarADk5jN;0
"Banco Central: Wall St. assume governo? ""Sem intermediários""? — D.E.30/o... https://t.co/WzjLSDA557 via @YouTube";1
Já já começam as mensagens dizendo que a eleição nos EUA foi, na verdade, cortina de fumaça para aprovação da autonomia do Banco Central no Senado. Vai vendo...;0
O que eu mais gosto são esses gestores de fundo aqui da #fintwit. Verdadeiros guerreiros dizendo que, para acompanhar a eleição no US e ajustar posições, vem dormindo apenas uma hora por noite. Ai vc pega a rentabilidade do sujeito, e ele tá entregando 82% do CDI... 🤣;2
"Wine suspende temporariamente estreia na bolsa; desistências este ano já somam 17 ofertas
https://t.co/1rn4XfSp6W";0
@_theshinyone_ eu vou começar me dedicando mais a escola e estudando mesmo, ler uns livros sobre a bolsa de valores que eu tenho aqui e me preparar bem pra ver o que eu vou querer da minha vida, você pode fazer algo parecido;2
"passei do lado do banco central

querem q peço pra abaixar a inflação e o dólar?";0
Minha chave PiX CPF que eu não pedi pra ser cadastrada no #PicPay está a mais de 20 dias aguardando exclusão. Coisa que segundo o banco central demora horas úteis. Gostava muito do serviço, infelizmente está ficando um lixo!;0
"IBOVESPA TEM ALTA DE 2%, MAS FICA ABAIXO DOS 100 MIL PONTOS; DÓLAR CAI, A R$ 5,55.
https://t.co/3wGPjYcvJJ
#spacemoney #spacenow #IBOV #dolfut";2
Lá fora voando e o ibov querendo entregar a poçoca, q lixo;0
Com ‘autonomia’, Banco Central ficará preso a interesses do mercado https://t.co/83a4OfnzT5;1
mudanças no banco central, bozo sancionou que agora são os bancos privados é que mandam no banco central, sim, ele prometeu que enriqueceria mais ainda os que muito tem, as instituições cada vez mais protegem os milionários, em compensação os donos do dinheiro geram desemprego;0
"Procura-se 3 amigos para fazer um ASSALTO CULPOSO no Banco Central

Só 3 pra divisão ficar maior 😅";1
#IBOV - Análise Técnica como Ciência - TradingView - https://t.co/8ktyVuuTcA;1
@Fabato Vários temas sem análise e crítica: Banco Central autônomo, Amapá nas escuras, nossas eleições daqui a 9 dias, falta debate... um horror!;0
Na prática, é uma identificação, explica Carlos Eduardo Brandt, chefe-adjunto do Departamento de Competição e Estrutura do Mercado Financeiro do Banco Central. Ele também lembra que a grande vantagem do Pix é a possibilidade de efetivação instantânea da operação, todos os dias.;1
"Bolsa de Valores ou #Bitcoin  ? Qual o melhor investimento de 2020 ?

📺 https://t.co/06xSjINi12

#DASH #BTC #Crypto #investors #Trader #blockchain #DigitalTransformation @StratumHK https://t.co/MhFN3dNr3V";2
